Sc(1);393.3375;0.162;25584.64;2.5
Sc(1);399.6601;0.165;25014.21;2.5
Sc(1);402.0387;1.63;24866.17;2.5
Sc(1);402.3678;1.65;25014.21;2.5
Sc(1);405.4544;0.441;24656.72;0.5
Sc(1);408.2387;0.41;24656.88;1.5
Sc(2);335.3724;1.51;32349.98;3
Sc(2);337.215;0.99;29823.93;2
Sc(2);357.253;1.38;28161.17;3
Sc(2);357.634;1.06;28021.29;2
Sc(2);358.0928;1.23;27917.78;1
Sc(2);361.3831;1.48;27841.35;4
Sc(2);363.0742;1.2;27602.45;3
Sc(2);364.2782;1.13;27443.71;2
Sc(2);424.682;1.29;26081.34;2
Ti(1);363.5462;0.909;27498.983;3
Ti(1);364.2674;0.895;27614.678;4
Ti(1);365.3495;0.869;27750.136;5
Ti(1);375.2858;0.581;27025.658;4
Ti(1);394.867;0.56;25317.815;1
Ti(1);395.6334;0.346;25438.906;2
Ti(1);395.8201;0.488;25643.699;3
Ti(1);398.1761;0.442;25107.41;2
Ti(1);398.9758;0.448;25227.22;3
Ti(1);399.8636;0.481;25388.331;4
Ti(1);430.5907;NaN;30060.338;4
Ti(1);498.173;0.66;26910.712;6
Ti(1);499.1066;0.584;26772.969;5
Ti(1);500.7206;0.492;26564.398;3
Ti(1);501.4186;0.0611;19937.852;1
Ti(1);506.4651;0.0437;20126.06;3
Ti(1);521.0384;0.0411;19573.973;4
Ti(2);307.8651;1.34;32697.99;2.5
Ti(2);308.8042;1.5;32767.07;3.5
Ti(2);323.4513;1.71;31301.01;4.5
Ti(2);323.6581;1.37;31113.65;3.5
Ti(2);323.9038;1.26;30958.5;2.5
Ti(2);334.9029;NaN;34748.4;4.5
Ti(2);334.9405;1.68;30240.88;10.5
Ti(2);336.1227;1.58;29968.3;4.5
Ti(2);337.2798;1.41;29734.54;3.5
Ti(2);338.3769;1.39;29544.37;2.5
Ti(2);368.5205;NaN;31756.51;1.5
Ti(2);375.93;0.94;31490.82;3.5
Ti(2);376.1326;0.99;31207.42;2.5
V(1);318.3412;2.4;31541.147;3.5
V(1);318.3992;2.5;31721.708;4.5
V(1);318.5385;2.8;31927.266;10.5
V(1);370.3574;0.92;29418.073;3.5
V(1);385.5845;0.578;26480.291;3.5
V(1);390.2256;0.268;26171.916;4.5
V(1);411.178;1.01;26738.318;4.5
V(1);411.518;0.58;26604.796;3.5
V(1);412.8064;0.77;26437.64;1.5
V(1);413.1989;0.55;26505.932;2.5
V(1);437.923;1.1;25253.432;10.5
V(1);438.471;1.1;25111.467;4.5
V(1);438.998;0.69;24992.884;3.5
V(1);439.5223;0.55;24898.771;2.5
V(1);440.8195;0.6;24898.771;2.5
V(1);440.8501;NaN;24830.228;1.5
V(1);609.0208;0.26;25131.005;2.5
V(2);268.7954;0.767;37531.08;4
V(2);270.0937;0.345;37352.45;5
V(2);289.3307;1.1;37520.57;3
V(2);290.881;1.54;37531.08;4
V(2);292.4017;1.73;37352.45;5
V(2);292.463;1.21;37150.51;4
V(2);309.3102;2.1;35483.39;6
V(2);310.2292;1.77;35193.13;5
V(2);311.0709;1.68;34946.55;4
V(2);311.8376;1.54;34745.72;3
V(2);312.5282;1.51;34592.75;2
V(2);319.0686;0.33;40430.04;4
V(2);327.613;0.52;39612.96;5
Cr(1);357.8682;1.48;27935.26;4
Cr(1);359.3481;1.5;27820.23;3
Cr(1);360.532;1.62;27728.87;2
Cr(1);425.4331;0.315;23498.84;4
Cr(1);427.4806;0.307;23386.35;3
Cr(1);428.9733;0.316;23305.01;2
Cr(1);520.4505;0.509;26801.93;1
Cr(1);520.6021;0.514;26796.28;2
Cr(1);520.8415;0.506;26787.5;3
Cr(2);205.559;1.2;48632.12;3.5
Cr(2);206.154;1.2;48491.1;2.5
Cr(2);206.546;1.2;48398.95;1.5
Cr(2);267.719;NaN;49838.38;4.5
Cr(2);276.258;NaN;48491.1;2.5
Cr(2);276.655;NaN;48632.12;3.5
Cr(2);283.563;2;47751.62;10.5
Cr(2);284.324;0.64;47464.55;4.5
Cr(2);284.983;0.92;47227.24;3.5
Cr(2);285.567;NaN;47040.35;2.5
Cr(2);286.257;0.63;47227.24;3.5
Cr(2);286.51;NaN;47040.35;2.5
Mn(1);200.3849;0.76;49888.01;3.5
Mn(1);279.4817;3.7;35769.97;3.5
Mn(1);279.827;3.6;35725.85;2.5
Mn(1);280.1084;3.7;35689.98;1.5
Mn(1);380.6715;0.59;43314.23;10.5
Mn(1);403.0755;0.17;24802.25;3.5
Mn(1);403.3068;0.165;24788.05;2.5
Mn(1);403.4485;0.158;24779.32;1.5
Mn(1);404.1357;0.787;41789.48;4.5
Mn(2);257.6103;2.82;38806.67;4
Mn(2);259.372;2.77;38543.08;3
Mn(2);260.568;2.72;38366.18;2
Mn(2);293.3054;1.94;43557.14;1
Mn(2);293.9308;1.95;43484.64;2
Mn(2);294.9205;1.94;43370.51;3
Mn(2);344.1985;0.36;43370.51;3
Fe(1);248.3271;4.81;40257.311;5
Fe(1);248.8143;4.2;40594.429;4
Fe(1);249.0644;3.45;40842.151;3
Fe(1);252.2849;2.13;39625.801;4
Fe(1);271.9027;1.42;36766.964;3
Fe(1);278.8105;0.59;42784.349;6
Fe(1);344.0606;0.171;29056.322;3
Fe(1);358.1193;1.02;34843.955;6
Fe(1);371.9935;0.162;26874.548;5
Fe(1);373.4864;0.902;33695.395;5
Fe(1);373.7132;0.141;27166.818;4
Fe(1);374.5561;0.115;27394.689;3
Fe(1);374.8262;0.0914;27559.581;2
Fe(1);374.9485;0.764;34039.514;4
Fe(1);375.8233;0.634;34328.75;3
Fe(1);382.0425;0.668;33095.939;4
Fe(1);385.9911;0.0969;25899.987;4
Fe(1);388.6282;0.053;26140.177;3
Fe(1);404.5812;0.863;36686.174;4
Fe(1);438.3545;0.5;34782.419;5
Fe(2);234.3495;1.73;42658.224;3.5
Fe(2);238.2038;3.13;41968.046;10.5
Fe(2);239.5625;2.67;42114.818;4.5
Fe(2);240.4886;2.05;42237.033;3.5
Fe(2);249.3264;3.4;61347.614;12.5
Fe(2);258.5876;0.861;38660.043;3.5
Fe(2);259.8369;1.42;38858.958;2.5
Fe(2);259.9396;2.36;38458.981;4.5
Fe(2);260.7087;1.74;39013.206;1.5
Fe(2);261.1874;1.23;39660.043;3.5
Fe(2);273.9547;1.9;44446.878;3.5
Fe(2);274.9322;2.1;44753.799;3.5
Fe(2);275.5736;2.1;44232.512;4.5
Co(1);240.7256;3.6;41528.455;10.5
Co(1);241.1624;NaN;42269.229;4.5
Co(1);242.4935;3.2;41225.71;4.5
Co(1);252.1365;3;39649.124;3.5
Co(1);340.5118;1;32841.916;4.5
Co(1);344.3645;0.69;33173.313;3.5
Co(1);345.351;1.1;32430.535;10.5
Co(1);347.3974;0.0299;28777.236;3.5
Co(1);347.4042;0.56;33466.823;3.5
Co(1);350.228;0.8;32027.44;3.5
Co(1);352.685;0.137;28345.814;4.5
Co(1);352.9808;0.46;32464.688;4.5
Co(1);356.9376;1.6;35450.505;3.5
Co(2);228.6159;3.3;47078.491;6
Co(2);230.786;2.6;47345.842;5
Co(2);231.1604;2.8;47807.49;4
Co(2);231.4056;2.8;48150.937;3
Co(2);234.7399;NaN;47537.362;2
Co(2);235.3422;1.8;47039.102;3
Co(2);236.38;2.1;46320.829;4
Co(2);237.8626;1.9;45378.751;4
Co(2);238.3459;1.8;45972.033;3
Co(2);238.637;NaN;46452.697;2
Co(2);238.8917;1.5;45197.708;5
Ni(1);231.0961;NaN;43258.726;4
Ni(1);232.0034;6.94;43089.578;5
Ni(1);234.5543;2.23;42620.994;3
Ni(1);300.2485;0.903;33500.822;3
Ni(1);301.2001;1.3;36600.791;2
Ni(1);305.0816;0.604;32973.376;4
Ni(1);310.1557;0.699;33112.334;3
Ni(1);313.4104;0.749;33610.89;2
Ni(1);341.4764;0.615;29480.989;4
Ni(1);344.6259;0.455;29888.477;2
Ni(1);345.846;0.667;30619.414;2
Ni(1);346.1652;0.278;29084.456;4
Ni(1);349.2956;1.02;29500.674;1
Ni(1);351.5052;0.474;29320.762;3
Ni(1);352.4536;1.09;28569.203;2
Ni(1);356.6372;0.56;31441.635;2
Ni(1);361.9391;0.66;31031.02;3
Ni(2);216.5553;2.36;54557.05;4.5
Ni(2);217.4666;1.56;55299.65;4.5
Ni(2);218.5504;NaN;70778.12;3.5
Ni(2);219.209;NaN;98969.44;10.5
Ni(2);220.5548;NaN;98822.55;11.5
Ni(2);220.6715;1.52;55417.83;3.5
Ni(2);221.6482;3.57;53496.49;10.5
Ni(2);227.0214;1.61;53365.17;4.5
Ni(2);231.6039;2.9;51557.85;3.5
Cu(1);216.509;0.547;46172.842;1.5
Cu(1);217.894;0.913;45879.311;1.5
Cu(1);218.172;0.994;45821;0.5
Cu(1);222.57;0.444;44915.61;0.5
Cu(1);223.008;NaN;56029.95;3.5
Cu(1);224.426;0.0185;44544.153;1.5
Cu(1);244.164;0.0201;40943.73;0.5
Cu(1);249.215;0.0279;40113.99;1.5
Cu(1);324.754;1.37;30783.686;1.5
Cu(1);327.396;1.36;30535.302;0.5
Cu(1);510.554;0.02;30783.686;1.5
Cu(1);515.324;0.6;49935.2;1.5
Cu(1);521.82;0.75;49942.057;2.5
Cu(2);203.5854;NaN;73102.038;1
Cu(2);203.7127;1.41;71920.102;3
Cu(2);204.3802;NaN;70841.47;3
Cu(2);213.5981;3.33;68730.893;4
Cu(2);219.2268;2.54;68447.741;3
Cu(2);221.8108;NaN;67916.555;1
Cu(2);224.7002;3.27;66418.687;2
Zn(1);213.8574;7.14;46745.404;1
Zn(1);280.0864;NaN;68583.083;3
Zn(1);280.105;NaN;68580.705;2
Zn(1);307.5897;0.000375;32501.399;1
Zn(1);328.2326;0.9;62768.747;1
Zn(1);330.2583;1.2;62772.014;2
Zn(1);330.294;0.67;62768.747;1
Zn(1);334.5013;1.7;62776.981;3
Zn(1);334.5569;0.4;62772.014;2
Zn(1);334.5935;0.045;62768.747;1
Zn(1);468.0136;NaN;53672.24;1
Zn(1);472.2157;NaN;53672.24;1
Zn(1);481.0532;NaN;53672.24;1
Zn(1);636.2346;0.474;62458.533;2
Zn(2);202.5484;4.07;49355.003;1.5
Zn(2);206.2001;3.86;48481.077;0.5
Zn(2);206.4227;4.6;96909.893;1.5
Zn(2);209.9927;5.6;96960.588;2.5
Zn(2);250.1994;NaN;88437.149;0.5
Zn(2);255.7946;NaN;88437.149;0.5
Zn(2);491.1627;1.6;117264.063;2.5
Zn(2);492.4013;NaN;117263.558;3.5
